sampleid,x,y
4123,122,1
4124,386,1
4125,828,1
4126,145,1
4127,534,1
4128,662,1
4129,198,1
4130,555,1
4131,821,1
4132,875,1
4133,133,1
4134,740,1
4135,419,1
4136,80,1
4137,284,1
4138,573,1
4139,779,1
4140,452,1
4141,333,1
4142,615,1
4143,765,1
4144,517,1
4145,300,1
4146,932,1
4147,140,1
4148,227,1
4149,1017,0
4150,53,1
4151,983,1
4152,896,1
4153,715,1
4154,972,1
4155,150,1
4156,776,1
4157,847,1
4158,800,1
4159,887,1
4160,157,1
4161,580,1
4162,799,1
4163,871,1
4164,197,1
4165,671,1
4166,614,1
4167,169,1
4168,756,1
4169,1012,0
4170,51,1
4171,272,1
4172,183,1
4173,618,1
4174,148,1
4175,815,1
4176,270,1
4177,914,1
4178,556,1
4179,311,1
4180,726,1
4181,1013,0
4182,402,1
4183,111,1
4184,414,1
4185,483,1
4186,742,1
4187,502,1
4188,618,1
4189,163,1
4190,857,1
4191,906,1
4192,0,1
4193,256,1
4194,136,1
4195,262,1
4196,922,1
4197,154,1
4198,232,1
4199,440,1
4200,59,1
4201,488,1
4202,308,1
4203,307,1
4204,784,1
4205,509,1
4206,1018,0
4207,569,1
4208,427,1
4209,822,1
4210,207,1
4211,701,1
4212,528,1
4213,328,1
4214,954,1
4215,400,1
4216,295,1
4217,422,1
4218,94,1
4219,48,1
4220,37,1
4221,236,1
4222,643,1
4223,327,1
4224,614,1
4225,194,1
4226,101,1
4227,435,1
4228,952,1
4229,540,1
4230,54,1
4231,143,1
4232,619,1
4233,297,1
4234,299,1
4235,999,1
4236,581,1
4237,292,1
4238,1011,0
4239,507,1
4240,887,1
4241,755,1
4242,773,1
4243,45,1
4244,622,1
4245,909,1
4246,985,1
4247,388,1
4248,831,1
4249,769,1
4250,735,1
4251,863,1
4252,12,1
4253,982,1
4254,555,1
4255,991,1
4256,794,1
4257,919,1
4258,777,1
4259,804,1
4260,846,1
4261,63,1
4262,80,1
4263,522,1
4264,707,1
4265,170,1
4266,1017,0
4267,552,1
4268,282,1
4269,731,1
4270,631,1
4271,674,1
4272,877,1
4273,283,1
4274,34,1
4275,553,1
4276,604,1
4277,959,1
4278,573,1
4279,842,1
4280,144,1
4281,852,1
4282,613,1
4283,714,1
4284,502,1
4285,626,1
4286,912,1
4287,669,1
4288,833,1
4289,156,1
4290,570,1
4291,244,1
4292,242,1
4293,159,1
4294,43,1
4295,907,1
4296,63,1
4297,52,1
4298,0,1
4299,992,1
4300,203,1
4301,897,1
4302,757,1
4303,566,1
4304,225,1
4305,424,1
4306,293,1
4307,898,1
4308,938,1
4309,390,1
4310,870,1
4311,761,1
4312,522,1
4313,269,1
4314,1002,0
4315,266,1
4316,837,1
4317,787,1
4318,180,1
4319,912,1
4320,707,1
4321,610,1
4322,636,1
4323,365,1
4324,122,1
4325,585,1
4326,482,1
4327,686,1
4328,944,1
4329,743,1
4330,767,1
4331,387,1
4332,567,1
4333,580,1
4334,811,1
4335,142,1
4336,670,1
4337,193,1
4338,121,1
4339,685,1
4340,100,1
4341,810,1
4342,431,1
4343,992,1
4344,681,1
4345,409,1
4346,819,1
4347,876,1
4348,619,1
4349,837,1
4350,995,1
4351,305,1
4352,267,1
4353,1024,0
4354,157,1
4355,656,1
4356,548,1
4357,878,1
4358,845,1
4359,385,1
4360,584,1
4361,549,1
4362,321,1
4363,599,1
4364,89,1
4365,3,1
4366,423,1
4367,957,1
4368,564,1
4369,485,1
4370,964,1
4371,96,1
4372,494,1
4373,655,1
4374,253,1
4375,595,1
4376,62,1
4377,385,1
4378,616,1
4379,281,1
4380,1019,0
4381,500,1
4382,942,1
4383,134,1
4384,301,1
4385,425,1
4386,73,1
4387,638,1
4388,547,1
4389,623,1
4390,736,1
4391,910,1
4392,737,1
4393,872,1
4394,574,1
4395,45,1
4396,762,1
4397,729,1
4398,239,1
4399,412,1
4400,347,1
4401,153,1
4402,1024,0
4403,1025,0
4404,495,1
4405,101,1
4406,988,1
4407,323,1
4408,34,1
4409,607,1
4410,169,1
4411,922,1
4412,920,1
4413,1023,0
4414,149,1
4415,600,1
4416,891,1
4417,168,1
4418,144,1
4419,60,1
4420,828,1
4421,212,1
4422,104,1
4423,43,1
4424,679,1
4425,731,1
4426,89,1
4427,257,1
4428,108,1
4429,476,1
4430,1001,0
4431,253,1
4432,282,1
4433,927,1
4434,400,1
4435,109,1
4436,605,1
4437,908,1
4438,593,1
4439,797,1
4440,991,1
4441,286,1
4442,252,1
4443,289,1
4444,552,1
4445,910,1
4446,165,1
4447,424,1
4448,795,1
4449,471,1
4450,904,1
4451,740,1
4452,830,1
4453,777,1
4454,590,1
4455,857,1
4456,17,1
4457,596,1
4458,144,1
4459,420,1
4460,892,1
4461,218,1
4462,940,1
4463,854,1
4464,257,1
4465,599,1
4466,88,1
4467,831,1
4468,423,1
4469,603,1
4470,491,1
4471,129,1
4472,651,1
4473,719,1
4474,491,1
4475,264,1
4476,663,1
4477,48,1
4478,222,1
4479,841,1
4480,278,1
4481,163,1
4482,989,1
4483,97,1
4484,249,1
4485,886,1
4486,951,1
4487,983,1
4488,956,1
4489,124,1
4490,938,1
4491,142,1
4492,97,1
4493,678,1
4494,707,1
4495,78,1
4496,1017,0
4497,890,1
4498,673,1
4499,27,1
4500,954,1
4501,638,1
4502,10,1
4503,872,1
4504,312,1
4505,721,1
4506,169,1
4507,138,1
4508,971,1
4509,135,1
4510,493,1
4511,826,1
4512,232,1
4513,837,1
4514,551,1
4515,54,1
4516,564,1
4517,768,1
4518,503,1
4519,362,1
4520,202,1
4521,237,1
4522,353,1
4523,468,1
4524,462,1
4525,705,1
4526,521,1
4527,384,1
4528,397,1
4529,33,1
4530,1018,0
4531,940,1
4532,969,1
4533,622,1
4534,831,1
4535,357,1
4536,484,1
4537,644,1
4538,273,1
4539,802,1
4540,649,1
4541,524,1
4542,769,1
4543,108,1
4544,301,1
4545,608,1
4546,1,1
4547,309,1
4548,419,1
4549,327,1
4550,463,1
4551,48,1
4552,680,1
4553,425,1
4554,989,1
4555,333,1
4556,344,1
4557,730,1
4558,552,1
4559,169,1
4560,444,1
4561,153,1
4562,738,1
4563,62,1
4564,195,1
4565,797,1
4566,1002,0
4567,562,1
4568,571,1
4569,735,1
4570,720,1
4571,665,1
4572,649,1
4573,381,1
4574,692,1
4575,400,1
4576,86,1
4577,509,1
4578,845,1
4579,906,1
4580,151,1
4581,941,1
4582,569,1
4583,673,1
4584,917,1
4585,878,1
4586,768,1
4587,931,1
4588,870,1
4589,825,1
4590,189,1
4591,896,1
4592,692,1
4593,584,1
4594,610,1
4595,783,1
4596,602,1
4597,625,1
4598,473,1
4599,1000,1
4600,457,1
4601,266,1
4602,76,1
4603,771,1
4604,177,1
4605,796,1
4606,468,1
4607,931,1
4608,257,1
4609,385,1
4610,126,1
4611,571,1
4612,655,1
4613,540,1
4614,963,1
4615,53,1
4616,857,1
4617,277,1
4618,340,1
4619,144,1
4620,869,1
4621,902,1
4622,257,1
4623,685,1
4624,779,1
4625,329,1
4626,453,1
4627,200,1
4628,54,1
4629,246,1
4630,556,1
4631,196,1
4632,450,1
4633,492,1
4634,89,1
4635,31,1
4636,917,1
4637,809,1
4638,570,1
4639,371,1
4640,841,1
4641,474,1
4642,865,1
4643,946,1
4644,605,1
4645,5,1
4646,184,1
4647,448,1
4648,942,1
4649,765,1
4650,872,1
4651,364,1
4652,308,1
4653,363,1
4654,553,1
4655,328,1
4656,413,1
4657,614,1
4658,973,1
4659,477,1
4660,223,1
4661,164,1
4662,762,1
4663,860,1
4664,777,1
4665,404,1
4666,653,1
4667,747,1
4668,578,1
4669,151,1
4670,240,1
4671,440,1
4672,872,1
4673,841,1
4674,885,1
4675,551,1
4676,838,1
4677,516,1
4678,238,1
4679,774,1
4680,440,1
4681,575,1
4682,706,1
4683,532,1
4684,582,1
4685,548,1
4686,916,1
4687,203,1
4688,311,1
4689,219,1
4690,875,1
4691,667,1
4692,448,1
4693,949,1
4694,209,1
4695,336,1
4696,390,1
4697,710,1
4698,183,1
4699,675,1
4700,600,1
4701,590,1
4702,810,1
4703,628,1
4704,539,1
4705,640,1
4706,858,1
4707,982,1
4708,53,1
4709,747,1
4710,255,1
4711,226,1
4712,236,1
4713,42,1
4714,140,1
4715,133,1
4716,783,1
4717,766,1
4718,16,1
4719,39,1
4720,569,1
4721,896,1
4722,389,1
4723,590,1
4724,172,1
4725,739,1
4726,55,1
4727,67,1
4728,547,1
4729,376,1
4730,971,1
4731,895,1
4732,633,1
4733,587,1
4734,1018,0
4735,949,1
4736,50,1
4737,686,1
4738,811,1
4739,901,1
4740,108,1
4741,31,1
4742,355,1
4743,31,1
4744,52,1
4745,314,1
4746,792,1
4747,107,1
4748,394,1
4749,575,1
4750,7,1
4751,737,1
4752,481,1
4753,481,1
4754,610,1
4755,546,1
4756,613,1
4757,669,1
4758,1013,0
4759,703,1
4760,416,1
4761,841,1
4762,907,1
4763,535,1
4764,567,1
4765,164,1
4766,771,1
4767,700,1
4768,482,1
4769,958,1
4770,531,1
4771,357,1
4772,846,1
4773,619,1
4774,598,1
4775,651,1
4776,367,1
4777,410,1
4778,625,1
4779,1019,0
4780,726,1
4781,227,1
4782,147,1
4783,206,1
4784,837,1
4785,351,1
4786,711,1
4787,490,1
4788,656,1
4789,255,1
4790,748,1
4791,48,1
4792,318,1
4793,753,1
4794,114,1
4795,880,1
4796,192,1
4797,499,1
4798,831,1
4799,893,1
4800,805,1
4801,832,1
4802,581,1
4803,372,1
4804,979,1
4805,507,1
4806,333,1
4807,332,1
4808,299,1
4809,194,1
4810,597,1
4811,206,1
4812,23,1
4813,12,1
4814,665,1
4815,740,1
4816,341,1
4817,378,1
4818,598,1
4819,787,1
4820,591,1
4821,262,1
4822,230,1
4823,303,1
4824,793,1
4825,530,1
4826,924,1
4827,632,1
4828,286,1
4829,162,1
4830,438,1
4831,843,1
4832,514,1
4833,163,1
4834,733,1
4835,172,1
4836,1002,0
4837,546,1
4838,519,1
4839,492,1
4840,694,1
4841,307,1
4842,857,1
4843,326,1
4844,515,1
4845,972,1
4846,91,1
4847,475,1
4848,316,1
4849,450,1
4850,163,1
4851,344,1
4852,370,1
4853,325,1
4854,325,1
4855,621,1
4856,593,1
4857,913,1
4858,3,1
4859,782,1
4860,908,1
4861,213,1
4862,282,1
4863,217,1
4864,992,1
4865,794,1
4866,422,1
4867,598,1
4868,341,1
4869,843,1
4870,471,1
4871,413,1
4872,27,1
4873,945,1
4874,698,1
4875,886,1
4876,746,1
4877,291,1
4878,851,1
4879,533,1
4880,322,1
4881,739,1
4882,485,1
4883,697,1
4884,454,1
4885,325,1
4886,454,1
4887,1004,0
4888,692,1
4889,995,1
4890,71,1
4891,102,1
4892,637,1
4893,495,1
4894,793,1
4895,147,1
4896,380,1
4897,256,1
4898,498,1
4899,165,1
4900,775,1
4901,197,1
4902,786,1
4903,824,1
4904,162,1
4905,371,1
4906,256,1
4907,754,1
4908,18,1
4909,851,1
4910,110,1
4911,688,1
4912,893,1
4913,516,1
4914,422,1
4915,12,1
4916,249,1
4917,91,1
4918,448,1
4919,948,1
4920,397,1
4921,16,1
4922,109,1
4923,753,1
4924,55,1
4925,545,1
4926,702,1
4927,402,1
4928,76,1
4929,225,1
4930,831,1
4931,872,1
4932,447,1
4933,627,1
4934,524,1
4935,129,1
4936,451,1
4937,757,1
4938,557,1
4939,6,1
4940,12,1
4941,707,1
4942,34,1
4943,677,1
4944,698,1
4945,126,1
4946,780,1
4947,713,1
4948,187,1
4949,220,1
4950,1012,0
4951,221,1
4952,656,1
4953,403,1
4954,611,1
4955,254,1
4956,472,1
4957,258,1
4958,474,1
4959,727,1
4960,326,1
4961,496,1
4962,573,1
4963,230,1
4964,455,1
4965,99,1
4966,630,1
4967,425,1
4968,70,1
4969,975,1
4970,514,1
4971,323,1
4972,36,1
4973,596,1
4974,437,1
4975,612,1
4976,738,1
4977,418,1
4978,959,1
4979,833,1
4980,695,1
4981,437,1
4982,136,1
4983,488,1
4984,1,1
4985,797,1
4986,677,1
4987,375,1
4988,66,1
4989,297,1
4990,931,1
4991,253,1
4992,98,1
4993,919,1
4994,287,1
4995,192,1
4996,280,1
4997,999,1
4998,51,1
4999,1021,0
5000,1000,1
5001,673,1
5002,38,1
5003,603,1
5004,272,1
5005,863,1
5006,892,1
5007,691,1
5008,793,1
5009,112,1
5010,653,1
5011,987,1
5012,212,1
5013,209,1
5014,554,1
5015,532,1
5016,93,1
5017,263,1
5018,290,1
5019,542,1
5020,101,1
5021,861,1
5022,1024,0
5023,183,1
5024,33,1
5025,593,1
5026,362,1
5027,181,1
5028,95,1
5029,663,1
5030,636,1
5031,619,1
5032,966,1
5033,923,1
5034,627,1
5035,619,1
5036,630,1
5037,191,1
5038,812,1
5039,491,1
5040,493,1
5041,902,1
5042,657,1
5043,191,1
5044,411,1
5045,983,1
5046,271,1
5047,361,1
5048,194,1
5049,535,1
5050,889,1
5051,471,1
5052,564,1
5053,277,1
5054,0,1
5055,394,1
5056,773,1
5057,863,1
5058,470,1
5059,242,1
5060,490,1
5061,684,1
5062,22,1
5063,40,1
5064,722,1
5065,377,1
5066,781,1
5067,794,1
5068,48,1
5069,110,1
5070,382,1
5071,972,1
5072,691,1
5073,24,1
5074,351,1
5075,28,1
5076,708,1
5077,570,1
5078,311,1
5079,814,1
5080,486,1
5081,481,1
5082,315,1
5083,946,1
5084,248,1
5085,976,1
5086,571,1
5087,220,1
5088,583,1
5089,202,1
5090,786,1
5091,553,1
5092,337,1
5093,916,1
5094,59,1
5095,716,1
5096,444,1
5097,487,1
5098,340,1
5099,243,1
5100,691,1
5101,317,1
5102,803,1
5103,449,1
5104,722,1
5105,357,1
5106,547,1
5107,497,1
5108,871,1
5109,579,1
5110,982,1
5111,198,1
5112,284,1
5113,7,1
5114,829,1
5115,1009,0
5116,626,1
5117,458,1
5118,26,1
5119,683,1
5120,672,1
5121,338,1
5122,448,1
5123,481,1
5124,347,1
5125,410,1
5126,847,1
5127,534,1
5128,1003,0
5129,689,1
5130,716,1
5131,383,1
5132,968,1
5133,716,1
5134,1017,0
5135,652,1
5136,596,1
5137,452,1
5138,569,1
5139,533,1
5140,334,1
5141,761,1
5142,792,1
5143,653,1
5144,592,1
5145,919,1
5146,921,1
5147,143,1
5148,662,1
5149,462,1
5150,780,1
5151,96,1
5152,879,1
5153,313,1
5154,782,1
5155,551,1
5156,318,1
5157,579,1
5158,359,1
5159,590,1
5160,780,1
5161,922,1
5162,381,1
5163,224,1
5164,959,1
5165,575,1
5166,560,1
5167,12,1
5168,983,1
5169,772,1
5170,942,1
5171,145,1
5172,449,1
5173,336,1
5174,917,1
5175,782,1
5176,680,1
5177,163,1
5178,950,1
5179,103,1
5180,283,1
5181,660,1
5182,530,1
5183,870,1
5184,154,1
5185,125,1
5186,864,1
5187,863,1
5188,244,1
5189,171,1
5190,434,1
5191,714,1
5192,696,1
5193,75,1
5194,669,1
5195,263,1
5196,675,1
5197,970,1
5198,987,1
5199,250,1
5200,502,1
5201,727,1
5202,1011,0
5203,490,1
5204,960,1
5205,188,1
5206,511,1
5207,253,1
5208,653,1
5209,326,1
5210,533,1
5211,612,1
5212,609,1
5213,224,1
5214,651,1
5215,597,1
5216,351,1
5217,889,1
5218,261,1
5219,812,1
5220,203,1
5221,317,1
5222,268,1
5223,120,1
5224,522,1
5225,507,1
5226,484,1
5227,253,1
5228,105,1
5229,879,1
5230,702,1
5231,921,1
5232,910,1
5233,80,1
5234,478,1
5235,240,1
5236,544,1
5237,820,1
5238,638,1
5239,214,1
5240,830,1
5241,359,1
5242,914,1
5243,77,1
5244,831,1
5245,325,1
5246,15,1
5247,976,1
5248,523,1
5249,175,1
5250,178,1
5251,325,1
5252,435,1
5253,295,1
5254,912,1
5255,359,1
5256,807,1
5257,555,1
5258,193,1
5259,54,1
5260,535,1
5261,977,1
5262,731,1
5263,819,1
5264,934,1
5265,1018,0
5266,865,1
5267,779,1
5268,568,1
5269,653,1
5270,933,1
5271,353,1
5272,474,1
5273,824,1
5274,753,1
5275,991,1
5276,510,1
5277,400,1
5278,935,1
5279,567,1
5280,306,1
5281,54,1
5282,154,1
5283,754,1
5284,418,1
5285,463,1
5286,727,1
5287,767,1
5288,328,1
5289,480,1
5290,579,1
5291,895,1
5292,236,1
5293,702,1
5294,170,1
5295,255,1
5296,311,1
5297,568,1
5298,106,1
5299,379,1
5300,272,1
5301,416,1
5302,338,1
5303,705,1
5304,591,1
5305,115,1
5306,149,1
5307,248,1
5308,1010,0
5309,745,1
5310,977,1
5311,478,1
5312,211,1
5313,835,1
5314,216,1
5315,1,1
5316,617,1
5317,1010,0
5318,862,1
5319,884,1
5320,884,1
5321,987,1
5322,244,1
5323,319,1
5324,910,1
5325,5,1
5326,1001,0
5327,23,1
5328,396,1
5329,138,1
5330,991,1
5331,1003,0
5332,898,1
5333,443,1
5334,378,1
5335,591,1
5336,234,1
5337,306,1
5338,84,1
5339,301,1
5340,49,1
5341,845,1
5342,176,1
5343,957,1
5344,774,1
5345,302,1
5346,450,1
5347,1021,0
5348,336,1
5349,140,1
5350,50,1
5351,999,1
5352,189,1
5353,54,1
5354,72,1
5355,69,1
5356,172,1
5357,221,1
5358,449,1
5359,879,1
5360,988,1
5361,649,1
5362,553,1
5363,373,1
5364,30,1
5365,755,1
5366,439,1
5367,873,1
5368,455,1
5369,67,1
5370,63,1
5371,424,1
5372,359,1
5373,65,1
5374,780,1
5375,376,1
5376,167,1
5377,997,1
5378,109,1
5379,748,1
5380,238,1
5381,464,1
5382,973,1
5383,538,1
5384,920,1
5385,443,1
5386,928,1
5387,119,1
5388,451,1
5389,318,1
5390,695,1
5391,787,1
5392,44,1
5393,360,1
5394,247,1
5395,856,1
5396,978,1
5397,702,1
5398,240,1
5399,246,1
5400,548,1
5401,541,1
5402,1002,0
5403,611,1
5404,867,1
5405,5,1
5406,555,1
5407,411,1
5408,234,1
5409,405,1
5410,435,1
5411,559,1
5412,573,1
5413,568,1
5414,183,1
5415,101,1
5416,784,1
5417,157,1
5418,107,1
5419,777,1
5420,203,1
5421,538,1
5422,404,1
5423,922,1
5424,494,1
5425,461,1
5426,591,1
5427,855,1
5428,929,1
5429,287,1
5430,713,1
5431,88,1
5432,720,1
5433,947,1
5434,560,1
5435,495,1
5436,316,1
5437,527,1
5438,881,1
5439,229,1
5440,603,1
5441,802,1
5442,90,1
5443,993,1
5444,648,1
5445,633,1
5446,767,1
5447,797,1
5448,106,1
5449,783,1
5450,338,1
5451,124,1
5452,984,1
5453,992,1
5454,41,1
5455,969,1
5456,904,1
5457,200,1
5458,975,1
5459,677,1
5460,346,1
5461,502,1
5462,129,1
5463,386,1
5464,1019,0
5465,807,1
5466,690,1
5467,190,1
5468,369,1
5469,658,1
5470,673,1
5471,945,1
5472,856,1
5473,140,1
5474,159,1
5475,458,1
5476,523,1
5477,490,1
5478,379,1
5479,153,1
5480,787,1
5481,78,1
5482,330,1
5483,678,1
5484,27,1
5485,738,1
5486,557,1
5487,942,1
5488,107,1
5489,433,1
5490,1021,0
5491,882,1
5492,590,1
5493,660,1
5494,513,1
5495,470,1
5496,344,1
5497,958,1
5498,930,1
5499,915,1
5500,35,1
5501,766,1
5502,990,1
5503,686,1
5504,65,1
5505,489,1
5506,588,1
5507,266,1
5508,570,1
5509,838,1
5510,87,1
5511,498,1
5512,110,1
5513,223,1
5514,516,1
5515,59,1
5516,357,1
5517,385,1
5518,781,1
5519,603,1
5520,875,1
5521,118,1
5522,842,1
5523,936,1
5524,280,1
5525,517,1
5526,209,1
5527,40,1
5528,556,1
5529,27,1
5530,166,1
5531,956,1
5532,191,1
5533,81,1
5534,289,1
5535,9,1
5536,331,1
5537,541,1
5538,366,1
5539,89,1
5540,1011,0
5541,922,1
5542,20,1
5543,2,1
5544,333,1
5545,234,1
5546,467,1
5547,541,1
5548,38,1
5549,377,1
5550,124,1
5551,622,1
5552,196,1
5553,372,1
5554,766,1
5555,13,1
5556,729,1
5557,711,1
5558,39,1
5559,942,1
5560,861,1
5561,805,1
5562,82,1
5563,843,1
5564,712,1
5565,8,1
5566,329,1
5567,842,1
5568,426,1
5569,123,1
5570,379,1
5571,21,1
5572,277,1
5573,673,1
5574,6,1
5575,342,1
5576,192,1
5577,203,1
5578,67,1
5579,614,1
5580,435,1
5581,925,1
5582,52,1
5583,391,1
5584,531,1
5585,985,1
5586,873,1
5587,252,1
5588,496,1
5589,34,1
5590,89,1
5591,735,1
5592,343,1
5593,875,1
5594,604,1
5595,797,1
5596,430,1
5597,965,1
5598,69,1
5599,963,1
5600,969,1
5601,54,1
5602,44,1
5603,459,1
5604,483,1
5605,463,1
5606,726,1
5607,4,1
5608,603,1
5609,187,1
5610,639,1
5611,16,1
5612,570,1
5613,73,1
5614,214,1
5615,419,1
5616,754,1
5617,981,1
5618,537,1
5619,348,1
5620,794,1
5621,12,1
5622,545,1
5623,339,1
5624,178,1
5625,908,1
5626,630,1
5627,761,1
5628,532,1
5629,174,1
5630,409,1
5631,690,1
5632,886,1
5633,893,1
5634,491,1
5635,147,1
5636,247,1
5637,263,1
5638,850,1
5639,975,1
5640,874,1
5641,661,1
5642,43,1
5643,696,1
5644,835,1
5645,973,1
5646,55,1
5647,331,1
5648,683,1
5649,943,1
5650,396,1
5651,493,1
5652,719,1
5653,193,1
5654,256,1
5655,889,1
5656,361,1
5657,528,1
5658,848,1
5659,457,1
5660,28,1
5661,935,1
5662,354,1
5663,953,1
5664,835,1
5665,290,1
5666,538,1
5667,73,1
5668,519,1
5669,400,1
5670,750,1
5671,507,1
5672,858,1
5673,708,1
5674,3,1
5675,932,1
5676,578,1
5677,531,1
5678,108,1
5679,819,1
5680,237,1
5681,673,1
5682,51,1
5683,1009,0
5684,221,1
5685,467,1
5686,114,1
5687,670,1
5688,624,1
5689,689,1
5690,972,1
5691,380,1
5692,523,1
5693,501,1
5694,963,1
5695,816,1
5696,420,1
5697,500,1
5698,289,1
5699,44,1
5700,525,1
5701,163,1
5702,873,1
5703,320,1
5704,740,1
5705,188,1
5706,71,1
5707,244,1
5708,314,1
5709,778,1
5710,633,1
5711,223,1
5712,992,1
5713,885,1
5714,64,1
5715,359,1
5716,759,1
5717,613,1
5718,782,1
5719,411,1
5720,591,1
5721,938,1
5722,744,1
5723,580,1
5724,613,1
5725,18,1
5726,630,1
5727,91,1
5728,660,1
5729,234,1
5730,519,1
5731,511,1
5732,460,1
5733,153,1
5734,294,1
5735,49,1
5736,788,1
5737,635,1
5738,55,1
5739,333,1
5740,215,1
5741,419,1
5742,112,1
5743,992,1
5744,366,1
5745,739,1
5746,399,1
5747,773,1
5748,175,1
5749,447,1
5750,351,1
5751,978,1
5752,873,1
5753,60,1
5754,896,1
5755,227,1
5756,251,1
5757,718,1
5758,908,1
5759,515,1
5760,264,1
5761,584,1
5762,814,1
5763,730,1
5764,620,1
5765,363,1
5766,664,1
5767,384,1
5768,45,1
5769,700,1
5770,97,1
5771,265,1
5772,824,1
5773,651,1
5774,242,1
5775,715,1
5776,281,1
5777,670,1
5778,151,1
5779,864,1
5780,18,1
5781,796,1
5782,392,1
5783,546,1
5784,787,1
5785,480,1
5786,57,1
5787,393,1
5788,340,1
5789,374,1
5790,510,1
5791,207,1
5792,286,1
5793,776,1
5794,506,1
5795,1024,0
5796,351,1
5797,904,1
5798,757,1
5799,289,1
5800,883,1
5801,893,1
5802,950,1
5803,163,1
5804,632,1
5805,344,1
5806,169,1
5807,645,1
5808,325,1
5809,329,1
5810,841,1
5811,575,1
5812,960,1
5813,166,1
5814,566,1
5815,919,1
5816,91,1
5817,813,1
5818,1020,0
5819,144,1
5820,924,1
5821,1003,0
5822,1011,0
5823,814,1
5824,47,1
5825,720,1
5826,413,1
5827,925,1
5828,911,1
5829,1001,0
5830,666,1
5831,157,1
5832,955,1
5833,3,1
5834,482,1
5835,185,1
5836,1003,0
5837,812,1
5838,983,1
5839,815,1
5840,930,1
5841,830,1
5842,410,1
5843,224,1
5844,224,1
5845,97,1
5846,962,1
5847,856,1
5848,204,1
5849,245,1
5850,506,1
5851,393,1
5852,672,1
5853,666,1
5854,569,1
5855,300,1
5856,233,1
5857,477,1
5858,474,1
5859,381,1
5860,170,1
5861,972,1
5862,1016,0
5863,837,1
5864,798,1
5865,252,1
5866,215,1
5867,417,1
5868,204,1
5869,478,1
5870,1001,0
5871,331,1
5872,356,1
5873,550,1
5874,271,1
5875,470,1
5876,738,1
5877,170,1
5878,826,1
5879,1003,0
5880,533,1
5881,442,1
5882,1002,0
5883,961,1
5884,26,1
5885,805,1
5886,388,1
5887,660,1
5888,824,1
5889,129,1
5890,518,1
5891,776,1
5892,35,1
5893,515,1
5894,684,1
5895,951,1
5896,881,1
5897,552,1
5898,840,1
5899,410,1
5900,953,1
5901,747,1
5902,612,1
5903,841,1
5904,110,1
5905,590,1
5906,650,1
5907,449,1
5908,441,1
5909,281,1
5910,223,1
5911,299,1
5912,437,1
5913,942,1
5914,28,1
5915,46,1
5916,36,1
5917,344,1
5918,482,1
5919,975,1
5920,323,1
5921,48,1
5922,932,1
5923,14,1
5924,435,1
5925,487,1
5926,567,1
5927,767,1
5928,103,1
5929,401,1
5930,743,1
5931,687,1
5932,769,1
5933,596,1
5934,552,1
5935,744,1
5936,458,1
5937,229,1
5938,921,1
5939,105,1
5940,875,1
5941,366,1
5942,869,1
5943,538,1
5944,405,1
5945,46,1
5946,228,1
5947,373,1
5948,350,1
5949,229,1
5950,998,1
5951,168,1
5952,853,1
5953,812,1
5954,204,1
5955,952,1
5956,438,1
5957,339,1
5958,360,1
5959,627,1
5960,817,1
5961,937,1
5962,258,1
5963,399,1
5964,691,1
5965,781,1
5966,696,1
5967,200,1
5968,53,1
5969,173,1
5970,522,1
5971,938,1
5972,419,1
5973,364,1
5974,555,1
5975,452,1
5976,28,1
5977,50,1
5978,294,1
5979,501,1
5980,134,1
5981,273,1
5982,967,1
5983,598,1
5984,1018,0
5985,1023,0
5986,764,1
5987,16,1
5988,217,1
5989,827,1
5990,841,1
5991,850,1
5992,820,1
5993,229,1
5994,981,1
5995,842,1
5996,96,1
5997,75,1
5998,327,1
5999,353,1
6000,42,1
6001,458,1
6002,575,1
6003,885,1
6004,967,1
6005,142,1
6006,161,1
6007,779,1
6008,1008,0
6009,259,1
6010,852,1
6011,555,1
6012,530,1
6013,717,1
6014,498,1
6015,104,1
6016,232,1
6017,122,1
6018,632,1
6019,989,1
6020,497,1
6021,263,1
6022,953,1
6023,444,1
6024,359,1
6025,349,1
6026,24,1
6027,959,1
6028,369,1
6029,142,1
6030,310,1
6031,228,1
6032,757,1
6033,1008,0
6034,105,1
6035,818,1
6036,680,1
6037,41,1
6038,140,1
6039,324,1
6040,746,1
6041,672,1
6042,707,1
6043,54,1
6044,393,1
6045,340,1
6046,501,1
6047,380,1
6048,203,1
6049,685,1
6050,952,1
6051,61,1
6052,91,1
6053,521,1
6054,799,1
6055,121,1
6056,314,1
6057,917,1
6058,216,1
6059,136,1
6060,727,1
6061,667,1
6062,952,1
6063,688,1
6064,779,1
6065,778,1
6066,736,1
6067,181,1
6068,683,1
6069,69,1
6070,41,1
6071,79,1
6072,293,1
6073,272,1
6074,57,1
6075,77,1
6076,200,1
6077,331,1
6078,373,1
6079,358,1
6080,783,1
6081,259,1
6082,654,1
6083,833,1
6084,312,1
6085,474,1
6086,400,1
6087,197,1
6088,667,1
6089,891,1
6090,723,1
6091,857,1
6092,926,1
6093,480,1
6094,721,1
6095,938,1
6096,697,1
6097,482,1
6098,401,1
6099,523,1
6100,659,1
6101,222,1
6102,99,1
6103,198,1
6104,608,1
6105,93,1
6106,325,1
6107,313,1
6108,363,1
6109,410,1
6110,696,1
6111,703,1
6112,544,1
